t,x,y,psi,u,v,r,u_d,psi_deg,psi_d_deg,xte_m,F_port_kgf,F_stbd_kgf,tau_u_N,tau_r_Nm,tau_u_cmd_N,tau_r_cmd_Nm,wp_idx
4.756000000000183547e+01,8.596630149004750976e+00,1.495937947926651823e+01,3.136208627810313843e+00,7.436842097205540458e-01,5.261408916102928946e-04,4.912720349687742499e-04,7.999998263439822566e-01,1.796915180460462125e+02,1.797292698373421445e+02,4.062052073348176862e-02,5.571535173666679608e-01,5.580420135312499363e-01,1.093633225308006551e+01,1.742634182479463464e-03,1.093633225308006551e+01,1.742634182479301918e-03,2.000000000000000000e+00
4.758000000000183860e+01,8.581755714806723390e+00,1.495944903674053350e+01,3.136218354696891808e+00,7.437746328008608687e-01,5.193608764818056058e-04,4.814778569649568536e-04,7.999998314772940322e-01,1.796920753555949375e+02,1.797292649854986450e+02,4.055096325946649927e-02,5.572938402209537401e-01,5.581747927277556087e-01,1.093901046930646004e+01,1.727838580165652702e-03,1.093901046930646004e+01,1.727838580165705611e-03,2.000000000000000000e+00
4.760000000000184173e+01,8.566879473833344250e+00,1.495951859556705799e+01,3.136227887392295521e+00,7.438648960406324395e-01,5.126522145896417887e-04,4.718524690777132309e-04,7.999998364348441804e-01,1.796926215388089361e+02,1.797292600687535185e+02,4.048140443294201418e-02,5.574338755125012312e-01,5.583074876904071671e-01,1.094168503945380166e+01,1.713441772892210311e-03,1.094168503945380166e+01,1.713441772892327838e-03,2.000000000000000000e+00
4.762000000000184485e+01,8.552001429282338307e+00,1.495958815713543189e+01,3.136237229298818541e+00,7.439549997790458891e-01,5.060144743811484554e-04,4.623985317385012530e-04,7.999998412227244948e-01,1.796931567906253235e+02,1.797292550961741995e+02,4.041184286456811492e-02,5.575736314659238690e-01,5.584400906158322186e-01,1.094435596765305263e+01,1.699412324489912992e-03,1.094435596765305263e+01,1.699412324490045048e-03,2.000000000000000000e+00
4.764000000000184798e+01,8.537121584344507852e+00,1.495965772279358852e+01,3.136246383868425802e+00,7.440449443538432739e-01,4.994472442014071195e-04,4.531183504857552399e-04,7.999998458468681184e-01,1.796936813088270810e+02,1.797292500766129990e+02,4.034227720641148096e-02,5.577131159813225603e-01,5.585725940269674616e-01,1.094702325805279663e+01,1.685720075264640801e-03,1.094702325805279663e+01,1.685720075264748354e-03,2.000000000000000000e+00
4.766000000000185111e+01,8.522239942203759355e+00,1.495972729384695832e+01,3.136255354595757883e+00,7.441347301013542248e-01,4.929501302388277807e-04,4.440138862053158832e-04,7.999998503130484329e-01,1.796941952936423661e+02,1.797292450186981796e+02,4.027270615304168189e-02,5.578523366355306878e-01,5.587049907717206443e-01,1.094968691481832046e+01,1.672336136933338978e-03,1.094968691481832046e+01,1.672336136933263735e-03,2.000000000000000000e+00
4.768000000000185423e+01,8.507356506037126564e+00,1.495979687155752380e+01,3.136264145011341764e+00,7.442243573565188175e-01,4.865227545573784138e-04,4.350867656268575957e-04,7.999998546268800581e-01,1.796946989473554765e+02,1.797292399308254289e+02,4.020312844247619921e-02,5.579913006839519740e-01,5.588372740210473255e-01,1.095234694213078086e+01,1.659232885245387479e-03,1.095234694213078086e+01,1.659232885245548374e-03,2.000000000000000000e+00
4.770000000000185736e+01,8.492471279014790042e+00,1.495986645714300245e+01,3.136272758675014316e+00,7.443138264529107762e-01,4.801647532150778120e-04,4.263382920419412042e-04,7.999998587938188521e-01,1.796951924739300637e+02,1.797292348211504702e+02,4.013354285699755053e-02,5.581300150629497914e-01,5.589694372664695265e-01,1.095500334418629862e+01,1.646383950429353236e-03,1.095500334418629862e+01,1.646383950429182149e-03,2.000000000000000000e+00
4.772000000000186049e+01,8.477584264300107364e+00,1.495993605177616992e+01,3.136281199169562495e+00,7.444031377227612323e-01,4.738757744682221503e-04,4.177694562106986308e-04,7.999998628191624661e-01,1.796956760786446807e+02,1.797292296975822126e+02,4.006394822383008147e-02,5.582684863927644958e-01,5.591014743170658052e-01,1.095765612519505616e+01,1.633764205569931960e-03,1.095765612519505616e+01,1.633764205569988122e-03,2.000000000000000000e+00
4.774000000000186361e+01,8.462695465049629107e+00,1.496000565658430581e+01,3.136289470094583365e+00,7.444922914969817063e-01,4.676554770606674259e-04,4.093809474250959912e-04,7.999998667080515657e-01,1.796961499677410359e+02,1.797292245677770950e+02,3.999434341569418905e-02,5.584067209809290278e-01,5.592333792959722771e-01,1.096030528938047333e+01,1.621349753043688398e-03,1.096030528938047333e+01,1.621349753043712033e-03,2.000000000000000000e+00
4.776000000000186674e+01,8.447804884413127269e+00,1.496007527264876735e+01,3.136297575060564391e+00,7.445812881051879772e-01,4.615035285973499084e-04,4.011731646980134765e-04,7.999998704654713855e-01,1.796966143480848643e+02,1.797292194391338001e+02,3.992472735123264727e-02,5.585447248261395936e-01,5.593651466364206737e-01,1.096295084097831563e+01,1.609117909158541823e-03,1.096295084097831563e+01,1.609117909158503442e-03,2.000000000000000000e+00
4.778000000000186986e+01,8.432912525533616588e+00,1.496014490100467675e+01,3.136305517683191990e+00,7.446701278757236198e-01,4.554196040010958678e-04,3.931462280489193004e-04,7.999998740962528387e-01,1.796970694268396755e+02,1.797292143187889053e+02,3.985509899532324596e-02,5.586825036225716579e-01,5.594967710773353087e-01,1.096559278423584161e+01,1.597047187051714489e-03,1.096559278423584161e+01,1.597047187051774337e-03,2.000000000000000000e+00
4.780000000000187299e+01,8.418018391547381185e+00,1.496021454264072759e+01,3.136313301577883905e+00,7.447588111356829854e-01,4.494033840516471127e-04,3.852999898572822125e-04,7.999998776050755156e-01,1.796975154111536881e+02,1.797292092136133590e+02,3.978545735927241367e-02,5.588200627645968366e-01,5.596282476585360266e-01,1.096823112341101591e+01,1.585117278029812967e-03,1.096823112341101591e+01,1.585117278029900788e-03,2.000000000000000000e+00
4.782000000000187612e+01,8.403122485583994106e+00,1.496028419849909064e+01,3.136320930354549841e+00,7.448473382109346286e-01,4.434545540057138898e-04,3.776340462569804609e-04,7.999998809964681268e-01,1.796979525078594975e+02,1.797292041302093537e+02,3.971580150090936456e-02,5.589574073518767117e-01,5.597595717155546824e-01,1.097086586277162468e+01,1.573309031412506442e-03,1.097086586277162468e+01,1.573309031412489963e-03,2.000000000000000000e+00
4.784000000000187924e+01,8.388224810766345740e+00,1.496035386947543344e+01,3.136328407612579916e+00,7.449357094261443990e-01,4.375728022967589263e-04,3.701477485454817621e-04,7.999998842748122785e-01,1.796983809231869600e+02,1.797291990749081947e+02,3.964613052456655851e-02,5.590945421948037009e-01,5.598907388741151125e-01,1.097349700659451166e+01,1.561604433033991768e-03,1.097349700659451166e+01,1.561604433033865567e-03,2.000000000000000000e+00
4.786000000000188237e+01,8.373325370210665142e+00,1.496042355641903043e+01,3.136335736936062712e+00,7.450239251047976463e-01,4.317578193131164357e-04,3.628402145833470923e-04,7.999998874443441377e-01,1.796988008624892075e+02,1.797291940537686230e+02,3.957644358096956694e-02,5.592314718202693324e-01,5.600217450442863676e-01,1.097612455916479490e+01,1.549986582461215920e-03,1.097612455916479490e+01,1.549986582461156288e-03,2.000000000000000000e+00
4.788000000000188550e+01,8.358424167026543117e+00,1.496049326013296898e+01,3.136342921889228474e+00,7.451119855692219796e-01,4.260092962529576379e-04,3.557103401601489846e-04,7.999998905091572077e-01,1.796992125299816223e+02,1.797291890725758492e+02,3.950673986703101548e-02,5.593682004777202899e-01,5.601525864143458433e-01,1.097874852477507979e+01,1.538439669081981395e-03,1.097874852477507979e+01,1.538439669081879697e-03,2.000000000000000000e+00
4.790000000000188862e+01,8.343521204316958872e+00,1.496056298137444607e+01,3.136349966012120571e+00,7.451998911406090276e-01,4.203269240545288586e-04,3.487568103047113295e-04,7.999998934732049927e-01,1.796996161284936875e+02,1.797291841368410132e+02,3.943701862555393234e-02,5.595047321454851286e-01,5.602832594443775127e-01,1.098136890772472540e+01,1.526948947136475129e-03,1.098136890772472540e+01,1.526948947136454312e-03,2.000000000000000000e+00
4.792000000000189175e+01,8.328616485178299556e+00,1.496063272085514306e+01,3.136356872816492558e+00,7.452876421390358663e-01,4.147103924000114560e-04,3.419781105183630678e-04,7.999998963403039953e-01,1.797000118592341380e+02,1.797291792518015825e+02,3.936727914485693702e-02,5.596410705373432437e-01,5.604137608596297948e-01,1.098398571231912513e+01,1.515500709810169329e-03,1.098398571231912513e+01,1.515500709810180605e-03,2.000000000000000000e+00
4.794000000000189488e+01,8.313710012700388674e+00,1.496070247924168761e+01,3.136363645781928611e+00,7.453752388834863352e-01,4.091593887912809932e-04,3.353725379112972786e-04,7.999998991141367144e-01,1.797003999215684189e+02,1.797291744224218633e+02,3.929752075831238756e-02,5.597772191093127736e-01,5.605440876436562636e-01,1.098659894286900318e+01,1.504082262463768502e-03,1.098659894286900318e+01,1.504082262463619316e-03,2.000000000000000000e+00
4.796000000000189800e+01,8.298801789966505638e+00,1.496077225715618475e+01,3.136370288352185121e+00,7.454626816918715759e-01,4.036735976957808985e-04,3.289382122229872040e-04,7.999999017982543092e-01,1.797007805128092173e+02,1.797291696533943366e+02,3.922774284381524978e-02,5.599131810666279074e-01,5.606742370312677304e-01,1.098920860368972718e+01,1.492681895127035037e-03,1.098920860368972718e+01,1.492681895127050216e-03,2.000000000000000000e+00
4.798000000000190113e+01,8.283891820053412403e+00,1.496084205517681731e+01,3.136376803931752111e+00,7.455499708810500170e-01,3.982526997606667643e-04,3.226730867091756388e-04,7.999999043960798195e-01,1.797011538280194998e+02,1.797291649491413068e+02,3.915794482318268876e-02,5.600489593708907199e-01,5.608042065013131294e-01,1.099181469910064735e+01,1.481288854311202385e-03,1.099181469910064735e+01,1.481288854311049079e-03,2.000000000000000000e+00
4.800000000000190425e+01,8.268980106031374788e+00,1.496091187383851384e+01,3.136383195882630481e+00,7.456371067668469133e-01,3.928963710933288636e-04,3.165749588785806714e-04,7.999999069109117178e-01,1.797015200598276863e+02,1.797291603138172036e+02,3.908812616148615859e-02,5.601845567473670018e-01,5.609339937693244016e-01,1.099441723342451205e+01,1.469893314275694338e-03,1.099441723342451205e+01,1.469893314275643815e-03,2.000000000000000000e+00
4.802000000000190738e+01,8.254066650964187346e+00,1.496098171363367335e+01,3.136389467521321972e+00,7.457240896640736638e-01,3.876042826063546025e-04,3.106414810641878977e-04,7.999999093459263522e-01,1.797018793982553291e+02,1.797291557513111400e+02,3.901828636632664882e-02,5.603199756924089892e-01,5.610635967800244872e-01,1.099701621098678928e+01,1.458486347772947099e-03,1.099701621098678928e+01,1.458486347772851473e-03,2.000000000000000000e+00
4.804000000000191051e+01,8.239151457909192899e+00,1.496105157501295579e+01,3.136395622116029624e+00,7.458109198865461309e-01,3.823760994249556541e-04,3.048701708142538547e-04,7.999999117041816099e-01,1.797022320305567007e+02,1.797291512652499534e+02,3.894842498704420564e-02,5.604552184809806770e-01,5.611930136997469454e-01,1.099961163611513193e+01,1.447059896422686620e-03,1.099961163611513193e+01,1.447059896422788969e-03,2.000000000000000000e+00
4.806000000000191363e+01,8.224234529917312742e+00,1.496112145838611163e+01,3.136401662884064745e+00,7.458975977471022922e-01,3.772114803548510739e-04,2.992584210901212140e-04,7.999999139886201371e-01,1.797025781410701200e+02,1.797291468590017871e+02,3.887854161388837326e-02,5.605902871742701743e-01,5.613222429087674215e-01,1.100220351313882006e+01,1.435606740741590757e-03,1.100220351313882006e+01,1.435606740741437884e-03,2.000000000000000000e+00
4.808000000000191676e+01,8.209315870033060847e+00,1.496119136412286998e+01,3.136407592989452375e+00,7.459841235576197827e-01,3.721100774085721059e-04,2.938035102582688845e-04,7.999999162020723364e-01,1.797029179110809025e+02,1.797291425356797561e+02,3.880863587713001550e-02,5.607251836273620116e-01,5.614512829935753846e-01,1.100479184638821550e+01,1.424120469935275012e-03,1.100479184638821550e+01,1.424120469935280433e-03,2.000000000000000000e+00
4.810000000000191989e+01,8.194395481294574068e+00,1.496126129255386061e+01,3.136413415540738825e+00,7.460704976290324364e-01,3.670715353881323292e-04,2.885026118654388460e-04,7.999999183472593645e-01,1.797032515186956232e+02,1.797291382981462391e+02,3.873870744613938655e-02,5.608599094969587417e-01,5.615801327391007902e-01,1.100737664019425210e+01,1.412595451510512135e-03,1.100737664019425210e+01,1.412595451510351456e-03,2.000000000000000000e+00
4.812000000000192301e+01,8.179473366733629902e+00,1.496133124397158731e+01,3.136419133588990160e+00,7.461567202713467184e-01,3.620954915219916684e-04,2.833528041864653651e-04,7.999999204267971287e-01,1.797035791387274628e+02,1.797291341490172272e+02,3.866875602841268744e-02,5.609944662491287426e-01,5.617087911209173168e-01,1.100995789888796139e+01,1.401026800785132309e-03,1.100995789888796139e+01,1.401026800785026274e-03,2.000000000000000000e+00
4.814000000000192614e+01,8.164549529375671355e+00,1.496140121863142447e+01,3.136424750125978989e+00,7.462427917936567123e-01,3.571815751542310258e-04,2.783510795354901513e-04,7.999999224431983968e-01,1.797039009425924121e+02,1.797291300906673541e+02,3.859878136857552988e-02,5.611288551670620128e-01,5.618372572974404955e-01,1.101253562680001252e+01,1.389410350375186540e-03,1.101253562680001252e+01,1.389410350375111080e-03,2.000000000000000000e+00
4.816000000000192927e+01,8.149623972239831815e+00,1.496147121675265801e+01,3.136430268082555983e+00,7.463287125041593306e-01,3.523294074838484967e-04,2.734943533323530075e-04,7.999999243988770159e-01,1.797042170982158211e+02,1.797291261252346999e+02,3.852878324734199111e-02,5.612630773588250799e-01,5.619655306021298369e-01,1.101510982826029839e+01,1.377742619690991606e-03,1.101510982826029839e+01,1.377742619690849575e-03,2.000000000000000000e+00
4.818000000000193239e+01,8.134696698338949261e+00,1.496154123851954232e+01,3.136435690327199488e+00,7.464144827101686364e-01,3.475386013520875839e-04,2.687794729164231676e-04,7.999999262961500213e-01,1.797045277699493795e+02,1.797291222546263043e+02,3.845876148045768161e-02,5.613971337650872639e-01,5.620936105357171586e-01,1.101768050759748263e+01,1.366020784539401234e-03,1.101768050759748263e+01,1.366020784539270696e-03,2.000000000000000000e+00
4.820000000000193552e+01,8.119767710679596462e+00,1.496161128408239449e+01,3.136441019664740093e+00,7.465001027181292770e-01,3.428087610757091837e-04,2.642032261015054835e-04,7.999999281372415227e-01,1.797048331184980441e+02,1.797291184805236242e+02,3.838871591760550928e-02,5.615310251668206298e-01,5.622214967584715506e-01,1.102024766913866571e+01,1.354242646852554886e-03,1.102024766913866571e+01,1.354242646852531901e-03,2.000000000000000000e+00
4.822000000000193864e+01,8.104837012262098739e+00,1.496168135355869921e+01,3.136446258835252188e+00,7.465855728336298069e-01,3.381394823241267063e-04,2.597623494658070657e-04,7.999999299242852580e-01,1.797051333008565450e+02,1.797291148043883595e+02,3.831864644130078545e-02,5.616647521929355458e-01,5.623491890825242923e-01,1.102281131720898699e+01,1.342406604657142696e-03,1.102281131720898699e+01,1.342406604657249165e-03,2.000000000000000000e+00
4.824000000000194177e+01,8.089904606080557059e+00,1.496175144703423676e+01,3.136451410513109384e+00,7.466708933614152333e-01,3.335303520383353453e-04,2.554535363725671791e-04,7.999999316593279231e-01,1.797054284702551570e+02,1.797291112274683655e+02,3.824855296576323838e-02,5.617983153278678365e-01,5.624766874642490588e-01,1.102537145613131209e+01,1.330511622248664637e-03,1.102537145613131209e+01,1.330511622248651193e-03,2.000000000000000000e+00
4.826000000000194490e+01,8.074970495122871128e+00,1.496182156456422341e+01,3.136456477306197588e+00,7.467560646053987838e-01,3.289809483895805029e-04,2.512734447165836452e-04,7.999999333443316152e-01,1.797057187761147929e+02,1.797291077508037915e+02,3.817843543577659204e-02,5.619317149190778959e-01,5.626039919967282810e-01,1.102792809022589005e+01,1.318557200708170285e-03,1.102792809022589005e+01,1.318557200708240975e-03,2.000000000000000000e+00
4.828000000000194802e+01,8.060034682370755377e+00,1.496189170617447139e+01,3.136461461755279512e+00,7.468410868686734538e-01,3.244908407757284767e-04,2.472187043938180715e-04,7.999999349811771632e-01,1.797060043640103686e+02,1.797291043752334474e+02,3.810829382552860523e-02,5.620649511844632018e-01,5.627311029023126521e-01,1.103048122381007978e+01,1.306543348769651034e-03,1.103048122381007978e+01,1.306543348769657322e-03,2.000000000000000000e+00
4.830000000000195115e+01,8.045097170799763830e+00,1.496196187186254356e+01,3.136466366333507061e+00,7.469259604535226638e-01,3.200595898533252883e-04,2.432859244914998328e-04,7.999999365716671251e-01,1.797062853756431196e+02,1.797291011014010564e+02,3.803812813745643950e-02,5.621980242196830124e-01,5.628580205252697866e-01,1.103303086119809073e+01,1.294470554036308840e-03,1.103303086119809073e+01,1.294470554036347872e-03,2.000000000000000000e+00
4.832000000000195428e+01,8.030157963379313202e+00,1.496203206159892396e+01,3.136471193446074057e+00,7.470106856614309176e-01,3.156867476033531654e-04,2.394717001962564154e-04,7.999999381175280089e-01,1.797065619488204220e+02,1.797290979297618208e+02,3.796793840107604012e-02,5.623309340053583849e-01,5.629847453245546696e-01,1.103557700670069153e+01,1.282339754679284738e-03,1.103557700670069153e+01,1.282339754679422865e-03,2.000000000000000000e+00
4.834000000000195740e+01,8.015217063072700654e+00,1.496210227532819559e+01,3.136475945430004408e+00,7.470952627930932399e-01,3.113718574287217301e-04,2.357726194197217644e-04,7.999999396204132696e-01,1.797068342174439692e+02,1.797290948605892140e+02,3.789772467180441140e-02,5.624636804141606161e-01,5.631112778666998997e-01,1.103811966462500038e+01,1.270152311589001215e-03,1.103811966462500038e+01,1.270152311588843355e-03,2.000000000000000000e+00
4.836000000000196053e+01,8.000274472837126893e+00,1.496217251297020212e+01,3.136480624554069063e+00,7.471796921484246123e-01,3.071144542815622790e-04,2.321852691408298082e-04,7.999999410819061962e-01,1.797071023115046842e+02,1.797290918939814617e+02,3.782748702979787936e-02,5.625962632177753386e-01,5.632376188188312760e-01,1.104065883927428793e+01,1.257909981018912136e-03,1.104065883927428793e+01,1.257909981018819328e-03,2.000000000000000000e+00
4.838000000000196366e+01,7.985330195623711269e+00,1.496224277442122563e+01,3.136485233018829089e+00,7.472639740265688557e-01,3.029140648184260108e-04,2.287062414646854475e-04,7.999999425035220213e-01,1.797073663570854762e+02,1.797290890298684189e+02,3.775722557877436714e-02,5.627286820937233980e-01,5.633637689418233840e-01,1.104319453494774450e+01,1.245614887783830314e-03,1.104319453494774450e+01,1.245614887783855033e-03,2.000000000000000000e+00
4.840000000000196678e+01,7.970384234377517529e+00,1.496231305955515190e+01,3.136489772956795097e+00,7.473481087259066236e-01,2.987702075815217560e-04,2.253321393988973903e-04,7.999999438867111401e-01,1.797076264763701658e+02,1.797290862680182784e+02,3.768694044484810490e-02,5.628609366320445062e-01,5.634897290836026196e-01,1.104572675594035047e+01,1.233269499014611045e-03,1.104572675594035047e+01,1.233269499014784300e-03,2.000000000000000000e+00
4.842000000000196991e+01,7.955436592037573362e+00,1.496238336822462500e+01,3.136494246432699473e+00,7.474320965440637288e-01,2.946823932041667043e-04,2.220595823484510195e-04,7.999999452328609983e-01,1.797078827876592300e+02,1.797290836080445615e+02,3.761663177537499791e-02,5.629930263418239100e-01,5.636155001726008695e-01,1.104825550654268262e+01,1.220876598517861653e-03,1.104825550654268262e+01,1.220876598517907407e-03,2.000000000000000000e+00
4.844000000000197304e+01,7.940487271536888159e+00,1.496245370026220556e+01,3.136498655443878292e+00,7.475159377779182490e-01,2.906501246386636924e-04,2.188852113310223320e-04,7.999999465432985346e-01,1.797081354053916016e+02,1.797290810494127697e+02,3.754629973779444185e-02,5.631249506575701780e-01,5.637410832113620707e-01,1.105078079104076316e+01,1.208439261728600118e-03,1.105078079104076316e+01,1.208439261728673194e-03,2.000000000000000000e+00
4.846000000000197616e+01,7.925536275802475217e+00,1.496252405548150399e+01,3.136503001920750933e+00,7.475996327236076322e-01,2.866728974048581837e-04,2.158056939146491416e-04,7.999999478192928448e-01,1.797083844401721535e+02,1.797290785914473474e+02,3.747594451849600716e-02,5.632567089454254550e-01,5.638664792703228512e-01,1.105330261371596734e+01,1.195960831331177761e-03,1.105330261371596734e+01,1.195960831331221129e-03,2.000000000000000000e+00
4.848000000000197929e+01,7.910583607755367730e+00,1.496259443367831388e+01,3.136507287727398285e+00,7.476831816765353578e-01,2.827501998576722022e-04,2.128177288808629115e-04,7.999999490620576248e-01,1.797086299988048665e+02,1.797290762333385885e+02,3.740556632168612339e-02,5.633883005092086282e-01,5.639916894817564863e-01,1.105582097884489734e+01,1.183444893527152517e-03,1.105582097884489734e+01,1.183444893527151867e-03,2.000000000000000000e+00
4.850000000000198241e+01,7.895629270310641878e+00,1.496266483463172214e+01,3.136511514662231548e+00,7.477665849313769320e-01,2.788815134719565517e-04,2.099180506162864359e-04,7.999999502727527245e-01,1.797088721843310850e+02,1.797290739741492587e+02,3.733516536827785615e-02,5.635197245962919599e-01,5.641167150338848302e-01,1.105833589069927214e+01,1.170895254963966311e-03,1.105833589069927214e+01,1.170895254963984309e-03,2.000000000000000000e+00
4.852000000000198554e+01,7.880673266377433706e+00,1.496273525810520866e+01,3.136515684458744513e+00,7.478498427820858829e-01,2.750663131430477050e-04,2.071034332360724905e-04,7.999999514524871458e-01,1.797091110960727178e+02,1.797290718128215303e+02,3.726474189479134225e-02,5.636509804032946436e-01,5.642415571651784312e-01,1.106084735354586535e+01,1.158315920385533234e-03,1.106084735354586535e+01,1.158315920385384482e-03,2.000000000000000000e+00
4.854000000000198867e+01,7.865715598858959545e+00,1.496280570384772624e+01,3.136519798786347124e+00,7.479329555218994230e-01,2.713040675014633928e-04,2.043706944435646339e-04,7.999999526023202634e-01,1.797093468296798733e+02,1.797290697481835480e+02,3.719429615227376473e-02,5.637820670816041657e-01,5.643662171588244014e-01,1.106335537164639859e+01,1.145711070954291699e-03,1.106335537164639859e+01,1.145711070954137959e-03,2.000000000000000000e+00
4.856000000000199179e+01,7.850756270652534674e+00,1.496287617159476291e+01,3.136523859251273194e+00,7.480159234433433335e-01,2.675942392402173853e-04,2.017166991300794630e-04,7.999999537232646007e-01,1.797095794771830128e+02,1.797290677789562778e+02,3.712382840523709149e-02,5.639129837427131475e-01,5.644906963373862441e-01,1.106585994925750605e+01,1.133085043310089277e-03,1.106585994925750605e+01,1.133085043310256678e-03,2.000000000000000000e+00
4.858000000000199492e+01,7.835795284649590187e+00,1.496294666106938109e+01,3.136527867397557845e+00,7.480987468382368499e-01,2.639362854532838827e-04,1.991383627197733689e-04,7.999999548162874952e-01,1.797098091270487714e+02,1.797290659037599596e+02,3.705333893061890649e-02,5.640437294633715570e-01,5.646149960576468674e-01,1.106836109063069529e+01,1.120442309349911712e-03,1.106836109063069529e+01,1.120442309349880703e-03,2.000000000000000000e+00
4.860000000000199805e+01,7.820832643735693424e+00,1.496301717198323900e+01,3.136531824708078453e+00,7.481814259976974357e-01,2.603296579837902905e-04,1.966326542645381874e-04,7.999999558823132073e-01,1.797100358642398419e+02,1.797290641211206150e+02,3.698282801676100462e-02,5.641743032905571775e-01,5.647391177056321210e-01,1.107085880001227984e+01,1.107787456718867204e-03,1.107085880001227984e+01,1.107787456718710428e-03,2.000000000000000000e+00
4.862000000000200117e+01,7.805868350790565735e+00,1.496308770403758892e+01,3.136535732605656435e+00,7.482639612121446682e-01,2.567738037805674571e-04,1.941965992939338639e-04,7.999999569222242535e-01,1.797102597702778155e+02,1.797290624294765564e+02,3.691229596241107913e-02,5.643047042462526752e-01,5.648630626918313968e-01,1.107335308164336141e+01,1.095125170066779631e-03,1.107335308164336141e+01,1.095125170066712627e-03,2.000000000000000000e+00
4.864000000000200430e+01,7.790902408688101133e+00,1.496315825692424717e+01,3.136539592454211878e+00,7.483463527713046792e-01,2.532681652617366566e-04,1.918272824260856563e-04,7.999999579368640701e-01,1.797104809233096034e+02,1.797290608271845542e+02,3.684174307575283080e-02,5.644349313320425887e-01,5.649868324465993075e-01,1.107584393975981740e+01,1.082460213013547489e-03,1.107584393975981740e+01,1.082460213013444490e-03,2.000000000000000000e+00
4.866000000000200743e+01,7.775934820296381389e+00,1.496322883032654971e+01,3.136543405559970132e+00,7.484286009642133752e-01,2.498121806840628446e-04,1.895218497449078241e-04,7.999999589270379019e-01,1.797106993981763878e+02,1.797290593125262603e+02,3.677116967345028797e-02,5.645649835335143640e-01,5.651104284157537627e-01,1.107833137859228856e+01,1.069797410882600231e-03,1.107833137859228856e+01,1.069797410882466441e-03,2.000000000000000000e+00
4.868000000000201055e+01,7.760965588477698240e+00,1.496329942392027057e+01,3.136547173172711922e+00,7.485107060792204337e-01,2.464052845168555471e-04,1.872775109499989884e-04,7.999999598935152445e-01,1.797109152664853298e+02,1.797290578837140060e+02,3.670057607972943003e-02,5.646948598244792006e-01,5.652338520563533475e-01,1.108081540236616647e+01,1.057141634141700679e-03,1.108081540236616647e+01,1.057141634141655576e-03,2.000000000000000000e+00
4.870000000000201368e+01,7.745994716088566712e+00,1.496337003737452420e+01,3.136550896487065199e+00,7.485926684039921897e-01,2.430469078192481233e-04,1.850915412849345112e-04,7.999999608370309545e-01,1.797111285966835794e+02,1.797290565388971402e+02,3.662996262547579818e-02,5.648245591709968316e-01,5.653571048326752058e-01,1.108329601530160957e+01,1.044497782619657799e-03,1.108329601530160957e+01,1.044497782619573881e-03,2.000000000000000000e+00
4.872000000000201680e+01,7.731022205979745543e+00,1.496344067035263237e+01,3.136554576643833414e+00,7.486744882255149669e-01,2.397364786197383752e-04,1.829612832507844663e-04,7.999999617582868039e-01,1.797113394541343609e+02,1.797290552761674860e+02,3.655932964736763324e-02,5.649540805352188944e-01,5.654801882123688950e-01,1.108577322161353074e+01,1.031870770424703253e-03,1.108577322161353074e+01,1.031870770424531515e-03,2.000000000000000000e+00
4.874000000000201993e+01,7.716048060996252289e+00,1.496351132251297145e+01,3.136558214731355321e+00,7.487561658300979639e-01,2.364734222969232984e-04,1.808841481108842053e-04,7.999999626579534784e-01,1.797115479011948480e+02,1.797290540935653098e+02,3.648867748702855351e-02,5.650834228790448943e-01,5.656031036628058617e-01,1.108824702551163988e+01,1.019265511613909325e-03,1.108824702551163988e+01,1.019265511613834949e-03,2.000000000000000000e+00
4.876000000000202306e+01,7.701072283977381083e+00,1.496358199350978779e+01,3.136561811786893639e+00,7.488377015033756967e-01,2.332571619604116412e-04,1.788576171937254745e-04,7.999999635366716877e-01,1.797117539972958866e+02,1.797290529890849200e+02,3.641800649021220693e-02,5.652125851675899870e-01,5.657258526476126592e-01,1.109071743120045639e+01,1.006686906593046204e-03,1.109071743120045639e+01,1.006686906592964888e-03,2.000000000000000000e+00
4.878000000000202618e+01,7.686094877756720400e+00,1.496365268299398643e+01,3.136565368798046816e+00,7.489190955303106634e-01,2.300871188309482496e-04,1.768792430007473031e-04,7.999999643950536088e-01,1.797119577990226276e+02,1.797290519606797545e+02,3.634731700601356863e-02,5.653415663724772333e-01,5.658484366233814677e-01,1.109318444287933758e+01,9.941398292060200405e-04,1.109318444287933758e+01,9.941398292061900434e-04,2.000000000000000000e+00
4.880000000000202931e+01,7.671115845162168156e+00,1.496372339061388956e+01,3.136568886704182102e+00,7.490003481951960085e-01,2.269627126188334223e-04,1.749466501254377121e-04,7.999999652336843292e-01,1.797121593601968925e+02,1.797290510062680653e+02,3.627660938611043662e-02,5.654703654749391184e-01,5.659708570365707958e-01,1.109564806474249821e+01,9.816291145750000169e-04,1.109564806474249821e+01,9.816291145750288567e-04,2.000000000000000000e+00
4.882000000000203244e+01,7.656135189015949472e+00,1.496379411601597020e+01,3.136572366397885503e+00,7.490814597816571885e-01,2.238833618997702944e-04,1.730575359911508025e-04,7.999999660531231793e-01,1.797123587319601086e+02,1.797290501237378351e+02,3.620588398402979635e-02,5.655989814687496509e-01,5.660931153205790434e-01,1.109810830097906909e+01,9.691595476084557959e-04,1.109810830097906909e+01,9.691595476086082347e-04,2.000000000000000000e+00
